lead_id,activity_timestamp,activity_value,points
2846,2021-02-18,Launch In-Browser Demo: DataSec Classification for Qumulo,15
2847,2021-02-09,Ebook: Password Policy Best Practices,2
2847,2021-02-13,White Paper: Insider Threat Detection Fundamentals,2
2847,2021-02-14,Webinar Registration: Ease the Burden of IT Auditing with DataSec Auditor,5
2847,2021-02-16,Ebook: Windows Server Hardening Guide,2
2847,2021-02-23,Webinar Registration: Discover and Secure Sensitive Data with DataSec Classification,5
2848,2020-10-10,Ebook: Privileged Access Management Fundamentals,2
2848,2020-10-19,Get a Demo: DataSec Auditor for Windows File Servers,40
2849,2020-12-14,Ebook: Windows Server Hardening Guide,2
2849,2020-12-27,DataSec Flashlight for NetSuite,8
2850,2020-03-11,Launch In-Browser Demo: DataSec Classification for Qumulo,15
2851,2020-06-04,"Webinar Attendance: Ransomware Unmasked: Detection, Response, and Resilience",10
2852,2020-03-13,Get a Demo: DataSec Auditor for Network Devices,40
2853,2020-02-22,Get a Demo: DataSec Auditor for SharePoint,40
2854,2021-06-27,Launch In-Browser Demo: DataSec Classification for NetApp,15
2855,2020-05-02,Free Community Edition: DataSec Auditor for SharePoint: Free Community Edition,15
2855,2020-05-05,Ebook: Privileged Access Management Fundamentals,2
2856,2020-01-26,Request a Quote: DataSec Classification for Dell Data Storage,40
2856,2020-02-02,White Paper: PCI DSS Compliance Checklist for IT Teams,2
2857,2020-05-09,Launch In-Browser Demo: DataSec Classification for Dell Data Storage,15
2858,2021-03-04,Free Community Edition: DataSec Auditor for Active Directory: Free Community Edition,15
2859,2021-03-11,Webinar Attendance: PAM Roadmap: Key Strategies for Effective Deployment and Team Engagement,10
2860,2021-06-19,Free Community Edition: DataSec Auditor for Windows Server: Free Community Edition,15
2861,2020-11-19,Free Trial: DataSec Classification for NetApp,40
2862,2020-04-14,Free Community Edition: DataSec Auditor for Dell Data Storage: Free Community Edition,15
2863,2020-08-02,Webinar Attendance: Group and Identity Management Mastery: Techniques and Best Practices,10
2864,2020-07-26,Free Trial: DataSec Auditor for SharePoint,40
2865,2021-02-24,Free Trial: DataSec Auditor for NetApp,40
2866,2021-02-10,Launch In-Browser Demo: DataSec Classification for Azure Files,15
2867,2020-05-31,Get a Demo: DataSec Auditor for Windows File Servers,40
2867,2020-06-11,DataSec Bulk Password Reset,8
2868,2020-03-07,Get a Demo: DataSec Classification for Synology,40
2869,2020-02-23,White Paper: Preventing Data Loss - A DLP Primer,2
2869,2020-03-06,Free Community Edition: DataSec Auditor for NetApp: Free Community Edition,15
2870,2020-07-27,DataSec Password Expiration Notifier,8
2870,2020-08-03,DataSec Disk Space Monitor,8
2871,2020-04-03,Free Trial: DataSec Auditor for Microsoft 365,40
2872,2021-05-14,Webinar Attendance: Enhance Your Data Loss Prevention Strategy with DataSec Endpoint Protector,10
2873,2020-11-18,Free Community Edition: DataSec Auditor for Dell Data Storage: Free Community Edition,15
2874,2021-02-21,"Webinar Attendance: Ransomware Unmasked: Tactics, Entry Points, and Real-World Lessons",10
2874,2021-03-11,Launch In-Browser Demo: DataSec Auditor for Windows Server,15
2874,2021-03-24,Webinar Registration: Identify and Reduce Risks Around Sensitive Data with DataSec Access Analyzer,5
2874,2021-04-08,Webinar Attendance: Enhance Your Data Loss Prevention Strategy with DataSec Endpoint Protector,10
2875,2020-10-08,Get a Demo: DataSec Auditor for Windows Server,40
2876,2020-02-14,Ebook: Privileged Access Management Fundamentals,2
2876,2020-02-18,Request a Quote: DataSec Classification for Qumulo,40
2877,2020-11-01,Free Trial: DataSec Auditor for Oracle Database,40
2878,2021-01-13,Get a Demo: DataSec Auditor for Windows Server,40
2879,2020-02-28,Launch In-Browser Demo: DataSec Auditor for Windows Server,15
2880,2020-09-26,Launch In-Browser Demo: DataSec Classification for Azure Files,15
2881,2020-10-11,Get a Demo: DataSec Classification for Qumulo,40
2882,2020-12-07,Webinar Attendance: Ease the Burden of IT Auditing with DataSec Auditor,10
2882,2020-12-19,Webinar Registration: Identify and Reduce Risks Around Sensitive Data with DataSec Access Analyzer,5
2883,2021-06-15,Launch In-Browser Demo: DataSec Classification for Dell Data Storage,15
2883,2021-06-21,Launch In-Browser Demo: DataSec Classification for Nutanix Files,15
2884,2020-07-18,Webinar Registration: Get on Top of Active Directory Certificate Services and Stay There,5
2884,2020-07-19,White Paper: HIPAA Compliance for IT Auditors,2
2884,2020-07-30,Launch In-Browser Demo: DataSec Auditor for Windows Server,15
2885,2020-05-23,White Paper: Preventing Data Loss - A DLP Primer,2
2885,2020-06-04,Free Community Edition: DataSec Auditor for Windows Server: Free Community Edition,15
2886,2020-02-19,Free Community Edition: DataSec Auditor for NetApp: Free Community Edition,15
2887,2020-07-18,White Paper: Insider Threat Detection Fundamentals,2
2887,2020-07-21,Launch In-Browser Demo: DataSec Auditor for Nutanix Files,15
2888,2020-12-07,Launch In-Browser Demo: DataSec Auditor for SQL Server,15
2889,2020-09-11,Ebook: Password Policy Best Practices,2
2889,2020-09-16,Ebook: Privileged Access Management Fundamentals,2
2889,2020-09-16,White Paper: Insider Threat Detection Fundamentals,2
2889,2020-09-23,Free Community Edition: DataSec Auditor for Windows File Servers: Free Community Edition,15
2890,2021-02-04,Ebook: Windows Server Hardening Guide,2
2890,2021-02-12,DataSec Inactive User Tracker,8
2891,2020-06-16,Launch In-Browser Demo: DataSec Classification for Synology,15
2892,2020-09-12,Webinar Attendance: Identity Security Roadmap: Reduce Risk and Stop Identity-Based Attacks,10
2893,2020-10-22,Ebook: Defending Against Crypto-Ransomware,2
2893,2020-11-01,Get a Demo: DataSec Classification for Synology,40
2894,2020-02-07,Get a Demo: DataSec Classification for SharePoint,40
2895,2020-02-14,Ebook: Password Policy Best Practices,2
2895,2020-02-19,White Paper: Insider Threat Detection Fundamentals,2
2895,2020-02-19,White Paper: PCI DSS Compliance Checklist for IT Teams,2
2895,2020-02-21,Launch In-Browser Demo: DataSec Classification for Nutanix Files,15
2895,2020-03-07,Ebook: Privileged Access Management Fundamentals,2
2896,2020-02-03,Get a Demo: DataSec Classification for NetApp,40
2897,2020-03-14,Get a Demo: DataSec Classification for Azure Files,40
2898,2021-02-05,Launch In-Browser Demo: DataSec Auditor for Exchange,15
2899,2020-08-12,Free Trial: DataSec Classification for Nutanix Files,40
2900,2020-04-26,DataSec Disk Space Monitor,8
2900,2020-05-08,White Paper: A Practical Guide to GDPR Compliance,2
2901,2020-05-25,Webinar Attendance: World Password Day: You Still Have Passwords. Now What?,10
2902,2020-05-14,Request a Quote: DataSec Auditor for Active Directory,40
2903,2021-05-21,DataSec Bulk Password Reset,8
2903,2021-05-24,Free Trial: DataSec Auditor for Windows Server,40
2904,2020-06-28,Ebook: Windows Server Hardening Guide,2
2904,2020-07-01,DataSec Inactive User Tracker,8
2905,2021-02-22,White Paper: PCI DSS Compliance Checklist for IT Teams,2
2905,2021-02-23,Free Trial: DataSec Auditor for SQL Server,40
2906,2020-04-15,DataSec Disk Space Monitor,8
2906,2020-04-26,Webinar Registration: World Password Day: You Still Have Passwords. Now What?,5
2907,2020-08-29,DataSec Inactive User Tracker,8
2907,2020-09-09,Free Community Edition: DataSec Auditor for Active Directory: Free Community Edition,15
2908,2020-03-19,Free Community Edition: DataSec Auditor for Oracle Database: Free Community Edition,15
2909,2020-08-16,White Paper: A Practical Guide to GDPR Compliance,2
2909,2020-08-17,Request a Quote: DataSec Classification for NetApp,40
2909,2020-08-22,Ebook: Defending Against Crypto-Ransomware,2
2909,2020-09-01,Launch In-Browser Demo: DataSec Classification for SharePoint,15
2910,2021-02-04,DataSec Bulk Password Reset,8
2910,2021-02-10,Request a Quote: DataSec Auditor for Nutanix Files,40
2911,2020-05-28,Launch In-Browser Demo: DataSec Auditor for Active Directory,15
2912,2020-05-15,Launch In-Browser Demo: DataSec Auditor for Windows Server,15
2912,2020-05-22,Request a Quote: DataSec Classification for Windows File Servers,40
2913,2020-05-17,Request a Quote: DataSec Auditor for Windows Server,40
2914,2020-10-22,Free Community Edition: DataSec Auditor for Exchange: Free Community Edition,15
2915,2020-03-09,Get a Demo: DataSec Classification for Qumulo,40
2915,2020-03-21,Webinar Registration: World Password Day: You Still Have Passwords. Now What?,5
2916,2021-05-06,Webinar Attendance: Identity Security Roadmap: Reduce Risk and Stop Identity-Based Attacks,10
2917,2021-03-22,DataSec Disk Space Monitor,8
2917,2021-03-28,White Paper: A Practical Guide to GDPR Compliance,2
2918,2020-12-04,Ebook: Password Policy Best Practices,2
2918,2020-12-11,Webinar Attendance: World Password Day: You Still Have Passwords. Now What?,10
2919,2021-01-08,Free Community Edition: DataSec Auditor for Windows File Servers: Free Community Edition,15
2920,2021-05-12,DataSec Account Lockout Examiner,8
2920,2021-05-25,DataSec Disk Space Monitor,8
2921,2020-10-16,Launch In-Browser Demo: DataSec Classification for NetApp,15
2921,2020-11-01,Webinar Attendance: Active Directory Recommended Practices: Avoiding and Detecting Unintended Permission Changes,10
2922,2020-09-08,Ebook: Defending Against Crypto-Ransomware,2
2922,2020-09-12,Free Community Edition: DataSec Auditor for VMware: Free Community Edition,15
2923,2021-06-07,DataSec Inactive User Tracker,8
2923,2021-06-18,Webinar Attendance: Group and Identity Management Mastery: Techniques and Best Practices,10
2924,2020-09-24,Webinar Attendance: World Password Day: You Still Have Passwords. Now What?,10
2925,2020-11-02,"Webinar Registration: Ransomware Unmasked: Detection, Response, and Resilience",5
2925,2020-11-13,DataSec Disk Space Monitor,8
2926,2020-01-13,Launch In-Browser Demo: DataSec Auditor for Windows Server,15
2927,2020-04-26,Launch In-Browser Demo: DataSec Auditor for Windows Server,15
2927,2020-05-13,Launch In-Browser Demo: DataSec Auditor for Network Devices,15
2927,2020-05-29,White Paper: Active Directory Security Best Practices,2
2927,2020-06-07,White Paper: PCI DSS Compliance Checklist for IT Teams,2
2928,2021-02-24,Request a Quote: DataSec Auditor for Windows File Servers,40
2929,2021-04-25,Free Trial: DataSec Auditor for Dell Data Storage,40
2930,2020-09-07,Webinar Registration: Windows Server Security Masterclass: Proactively Clearing Attack Surfaces,5
2930,2020-09-15,White Paper: Insider Threat Detection Fundamentals,2
2930,2020-09-18,Get a Demo: DataSec Auditor for VMware,40
2931,2020-11-05,Free Community Edition: DataSec Auditor for Windows Server: Free Community Edition,15
2931,2020-11-10,White Paper: Active Directory Security Best Practices,2
2932,2020-10-31,Free Community Edition: DataSec Auditor for Active Directory: Free Community Edition,15
2933,2020-01-26,Launch In-Browser Demo: DataSec Classification for Azure Files,15
2934,2020-11-09,Launch In-Browser Demo: DataSec Auditor for Windows Server,15
2935,2020-09-21,Launch In-Browser Demo: DataSec Auditor for Windows File Servers,15
2936,2021-03-25,DataSec Password Expiration Notifier,8
2936,2021-04-04,Free Community Edition: DataSec Auditor for Windows Server: Free Community Edition,15
2937,2020-04-04,DataSec Inactive User Tracker,8
2937,2020-04-05,Launch In-Browser Demo: DataSec Auditor for Windows File Servers,15
2938,2020-03-28,Get a Demo: DataSec Classification for Nutanix Files,40
2939,2020-03-03,Free Community Edition: DataSec Auditor for Active Directory: Free Community Edition,15
2940,2020-03-04,Launch In-Browser Demo: DataSec Auditor for Windows Server,15
2941,2021-03-03,Launch In-Browser Demo: DataSec Auditor for Windows File Servers,15
2942,2020-05-12,DataSec Bulk Password Reset,8
2942,2020-05-17,"Webinar Attendance: Ransomware Unmasked: Tactics, Entry Points, and Real-World Lessons",10
2943,2020-05-26,Free Trial: DataSec Auditor for Exchange,40
2944,2020-03-26,Webinar Attendance: Get on Top of Active Directory Certificate Services and Stay There,10
2945,2020-09-15,Get a Demo: DataSec Classification for SharePoint,40
2946,2020-06-10,Ebook: Defending Against Crypto-Ransomware,2
2946,2020-06-23,DataSec Bulk Password Reset,8
2946,2020-07-03,Get a Demo: DataSec Auditor for Active Directory,40
2946,2020-07-07,White Paper: HIPAA Compliance for IT Auditors,2
2947,2020-03-12,Free Trial: DataSec Auditor for Network Devices,40
2948,2020-06-13,Free Community Edition: DataSec Auditor for Windows File Servers: Free Community Edition,15
2949,2020-12-03,Request a Quote: DataSec Classification for Nutanix Files,40
2950,2020-01-25,DataSec Bulk Password Reset,8
2950,2020-02-01,Request a Quote: DataSec Auditor for Windows Server,40
2951,2020-01-30,Launch In-Browser Demo: DataSec Auditor for Azure Files,15
2951,2020-02-09,Webinar Registration: Active Directory Recommended Practices: Avoiding and Detecting Unintended Permission Changes,5
2951,2020-02-19,Launch In-Browser Demo: DataSec Auditor for Azure Files,15
2952,2020-11-13,Get a Demo: DataSec Classification for Azure Files,40
2953,2020-06-21,Free Trial: DataSec Auditor for Active Directory,40
2953,2020-06-29,Webinar Registration: World Password Day: You Still Have Passwords. Now What?,5
2954,2020-02-05,Free Community Edition: DataSec Auditor for Windows File Servers: Free Community Edition,15
2955,2020-03-13,White Paper: A Practical Guide to GDPR Compliance,2
2955,2020-03-13,Webinar Registration: World Password Day: You Still Have Passwords. Now What?,5
2955,2020-03-20,Launch In-Browser Demo: DataSec Classification for SharePoint,15
2955,2020-03-24,Free Community Edition: DataSec Auditor for Exchange: Free Community Edition,15
2956,2020-07-09,Get a Demo: DataSec Auditor for VMware,40
2957,2021-06-22,Free Trial: DataSec Auditor for Active Directory,40
2958,2020-08-17,Get a Demo: DataSec Auditor for Windows File Servers,40
2958,2020-09-03,White Paper: Active Directory Security Best Practices,2
2959,2020-10-13,Free Community Edition: DataSec Auditor for Network Devices: Free Community Edition,15
2960,2020-03-15,Free Community Edition: DataSec Auditor for Windows Server: Free Community Edition,15
2961,2021-03-23,Get a Demo: DataSec Auditor for Windows Server,40
2962,2021-04-13,White Paper: Insider Threat Detection Fundamentals,2
2962,2021-04-20,Free Community Edition: DataSec Auditor for Windows File Servers: Free Community Edition,15
2963,2021-03-01,Request a Quote: DataSec Auditor for Windows Server,40
2964,2020-02-11,Launch In-Browser Demo: DataSec Classification for SharePoint,15
2965,2020-11-25,Request a Quote: DataSec Auditor for SQL Server,40
2966,2020-01-10,Free Community Edition: DataSec Auditor for Dell Data Storage: Free Community Edition,15
2967,2021-04-11,Request a Quote: DataSec Auditor for Network Devices,40
2968,2020-02-02,Launch In-Browser Demo: DataSec Auditor for Exchange,15
2969,2020-04-02,Free Community Edition: DataSec Auditor for SQL Server: Free Community Edition,15
2970,2020-12-04,Launch In-Browser Demo: DataSec Classification for Qumulo,15
2971,2021-03-03,Get a Demo: DataSec Auditor for Nutanix Files,40
2972,2020-05-29,Launch In-Browser Demo: DataSec Auditor for Windows File Servers,15
2973,2020-10-09,Webinar Attendance: Block Insider Threats Where They Start: At the Endpoint,10
2974,2020-11-21,Webinar Attendance: Identity Security Roadmap: Reduce Risk and Stop Identity-Based Attacks,10
2975,2020-12-15,Request a Quote: DataSec Classification for NetApp,40
2976,2020-02-06,Free Community Edition: DataSec Auditor for Exchange: Free Community Edition,15
2977,2020-03-01,DataSec Account Lockout Examiner,8
2977,2020-03-10,Launch In-Browser Demo: DataSec Classification for SharePoint,15
